headline,press,created_at,relation,prosorcons
'경이로운 질주' 기아…디자인·SUV 앞세워 테슬라 뛰어 넘었다,한국경제,2024.07.26.,1,y
"기아, 매출 100조원시대…이익률도 1등",한국경제,2024.07.26.,1,y
누가되든 보호무역 장벽 높아져…미중갈등 최악 국면,매일경제,2024.07.26.,1,y
"""AI 학습용 데이터, 인공지능으로 제작""",한국경제,2024.07.26.,2,y
[책마을] '전기차 지각생' 도요타가 살아남을 전략은,한국경제,2024.07.26.,1,y
EV9 신차 효과에 덜 팔고도 수익…2분기 최대 실적 새로 쓴 기아,서울경제,2024.07.26.,1,y
"감세, 감세, 감세... '세수 펑크' 예고에도 정부 자신감 속내는",한국일보,2024.07.26.,1,y
르노 '그랑 콜레오스' 돌풍…계약물량 1만대 넘겨,서울경제,2024.07.26.,1,w
한눈에 읽는 신간,헤럴드경제,2024.07.26.,2,y
세상 모든 먼지는 상품가치가 있다,헤럴드경제,2024.07.26.,2,w
포스코 철강 적용한 르노 신차… 양사 공동프로모션,문화일보,2024.07.26.,1,w
"현대차·기아, 영업익 ‘8조 시대’ 여나",문화일보,2024.07.26.,1,y
"현대모비스, 캐즘 뚫고 당기순익 성장",헤럴드경제,2024.07.26.,1,y
"[사설] 수출-내수 디커플링 역성장, 소비·투자 회복에 총력을",헤럴드경제,2024.07.26.,2,y
"현대차, HEV·SUV 효과 봤다",헤럴드경제,2024.07.26.,1,w
“압도적 기술력 친환경 상용차로 韓고객에 높은 서비스 제공할것”,헤럴드경제,2024.07.26.,1,w
‘양궁 후원 40년’ 현대차그룹 “직접 체험해 보세요”,국민일보,2024.07.26.,2,n
현대캐피탈 “다이렉트카 리스 쓰면 첫 달 납입금 무료”,국민일보,2024.07.26.,1,y
"[에너지토피아]변심한 머스크, 트럼프를 설득할 수 있을까",아시아경제,2024.07.26.,2,w
"예상보다 나빴던 2분기 韓경제, 성장률 눈높이 낮추나",아시아경제,2024.07.26.,2,y
상반기 스타트업 투자 콘텐츠 분야 96% 급감,국민일보,2024.07.26.,2,y
포스코 기술력 담은 '뉴 르노 그랑 콜레오스'…양사 공동 프로모션,아시아경제,2024.07.26.,1,y
가전이 끌고 전장이 밀고… LG전자도 역대급 실적,국민일보,2024.07.26.,2,y
"가전·전장 '쌍끌이'…LG전자, 2분기 매출·영업익 새 기록",아시아경제,2024.07.26.,2,y
길어지는 내수 침체… 韓경제 1년 6개월 만에 마이너스 성장,국민일보,2024.07.26.,2,y
"AI와 대화하니 서울~속초 순식간…EV3, 기술력으로 멀미 걱정도 덜었다",서울경제,2024.07.26.,1,y
"현대차, 전기차 부진 속에도 ‘질주’",경향신문,2024.07.26.,1,y
수입 늘고 민간소비 둔화… 2분기 성장률 18개월 만에 역성장,서울신문,2024.07.26.,2,y
현대車 “양궁 국가대표 훈련 체험해보세요”,세계일보,2024.07.26.,2,y
"'염전노예'였던 노숙인, 공기업 취업 인생역전 ""숙제 남았다?""",한국일보,2024.07.26.,2,y
[역경의 열매] 윤여표 (18) 지방대학 한계 극복하고 글로컬 명문대학으...,국민일보,2024.07.26.,2,y
"LG전자, 2분기 매출 21조 역대 최대 실적",동아일보,2024.07.26.,1,y
"현대차, 분기 매출-영업익 사상 최고치",동아일보,2024.07.26.,2,y
"암참 “노란봉투법, 韓 경영 환경-투자 매력 저하시킬 것”",동아일보,2024.07.26.,2,y
"기초수급자 생계급여, 내년 11만8000원 늘어 月195만원",동아일보,2024.07.26.,2,w
"AI 거품 우려에… M7 시총 하루새 1038조원 증발, 亞증시도 충격",동아일보,2024.07.26.,2,n
"날개 단 수출, 추락한 내수… 2분기 역성장",조선일보,2024.07.26.,2,n
사람 밀치고 길 막고 인증샷… 민폐 러닝크루,조선일보,2024.07.26.,2,w
하이닉스 날고 현대차는 더 질주… 한국 경제 ‘쌍두마차’의 부활,조선일보,2024.07.26.,1,y
[취재수첩] 도로 위의 무법자 된 '자토바이',한국경제,2024.07.26.,1,n
"[허지원의 마음상담소] 우울은 한데, 행복하기도 한",중앙일보,2024.07.26.,2,w
"""정선 함백산 야생화 꽃길 걸어보세요""",강원도민일보,2024.07.26.,2,w
고부가 HBM의 힘…16조 번 하이닉스 ‘33% 남는장사’,중앙일보,2024.07.26.,1,w
[유현준의 도시 이야기] 남대문·세운상가를 강북르네상스 양대축으로,조선일보,2024.07.26.,1,w
"현대차, 매출도 이익도 신기록 질주…미국 대선이 ‘하반기 변수’",중앙일보,2024.07.26.,1,y
현대重·현대車 여름휴가 시작…울산 도심 ‘텅’ 빈다,부산일보,2024.07.27.,2,n
"더운 밤, 산책이 상책…열대야엔 떠나볼까 밤나들이",경향신문,2024.07.27.,1,w
교통난에…시골학생들의 전쟁 같은 등하굣길,경향신문,2024.07.27.,2,n
[새로 나온 책] 먼지 외,세계일보,2024.07.27.,1,w
日공무원·주부 마라토너도 올림픽 도전… '생활체육 강국'의 저력 [같...,한국일보,2024.07.27.,1,w
스페셜티 커피와 '커퍼' [休·味·樂(휴·미·락)],한국일보,2024.07.27.,2,w
[세상은 하나님의 일터] “사람을 소중히 여기면서 공동체성 잃지 않는...,국민일보,2024.07.27.,2,w
[한줄읽기] ‘향신료 매트릭스’ 외,조선일보,2024.07.27.,2,w
[광화문에서/이유종]‘평준화 원조’ 獨 대학의 혁신… 글로벌 상위권 ...,동아일보,2024.07.28.,2,n
음주운전이 안 되는 차를 만들자 [삶과 문화],한국일보,2024.07.28.,2,y
현대차 제작 단편 영화 ‘밤낚시’… 加 판타지아 영화제 최고편집상,세계일보,2024.07.28.,1,w
"일자리·인프라…서울행 이유 多 있다 [경기도 청년에게, 이곳은②]",경기일보,2024.07.28.,1,w
12년 만에 올림픽 간 이재용… 파리서 ‘글로벌 경영’ 광폭 행보,세계일보,2024.07.28.,2,n
"‘구덕 불패’ 아이파크, 4연승 도전",국제신문,2024.07.28.,2,w
[만파식적] 옵서버터리 서클 1번지,서울경제,2024.07.28.,2,n
최대 48% 관세 우회하려고 中전기차 '유럽산'으로 둔갑,한국경제,2024.07.28.,2,y
"도요타, 후쿠오카에 배터리 공장 신설",한국경제,2024.07.28.,2,w
"[AI시대, 가치 네트워크에 주목하라] 끼우고·쓰고·붙이고… 진화하는...",디지털타임스,2024.07.28.,2,y
마크롱·머스크 등과 연쇄 회동… 사업모색·민간외교 강행군 [파리서 ...,파이낸셜뉴스,2024.07.28.,2,w
"반도체·자동차 수출 호조 한국, 처음으로 일본 뛰어넘나",매일신문,2024.07.28.,1,y
유럽 탄소세 인증에 2년…대구상의는 지원 확대,매일신문,2024.07.28.,2,w
"‘캐즘 늪’ SK온, 하반기 흑자전환 기대... 배터리 탑재 전기차 美판매...",파이낸셜뉴스,2024.07.28.,1,n
"""해임안 통과"" ""가수와 재산다툼"" 황당한 영상에 회장들도 몸살",매일경제,2024.07.28.,2,y
‘중형세단의 자존심’ 쏘나타·K5 부활,파이낸셜뉴스,2024.07.28.,1,w
사이버 보안은 공급망 문제다 [김흥록 특파원의 뉴욕포커스],서울경제,2024.07.28.,2,y
울산공단 일제히 여름휴가… 도심공동화는 예년보다 축소,파이낸셜뉴스,2024.07.28.,2,w
현대차 단편영화 ‘밤낚시’ 국제영화제 수상,파이낸셜뉴스,2024.07.28.,2,y
"도공, 터널내 끊김없는 GPS 음영 '킬러솔루션' 개발 성공",전자신문,2024.07.28.,2,y
외국인 '삼전 사랑'…삼성그룹ETF 나홀로 질주,한국경제,2024.07.28.,1,y
이재용 ‘올림픽 비즈니스’… Z플립6 ‘빅토리 셀피’에 파리 열광,서울신문,2024.07.28.,2,w
"""10조 공급망안정기금 출범…무역장벽에 대응""",한국경제,2024.07.28.,2,y
日 미래차 진영 2개로 재편,매일경제,2024.07.28.,1,w
"[대일응접실] ""회원간 교류·협력 온힘… 단합으로 윈윈 시너지 낼 것""",대전일보,2024.07.28.,2,y
"金 사냥 응원한 이재용·정의선, 글로벌 기업인과도 연쇄 회동",서울경제,2024.07.28.,2,y
[단독] LG·도요타 日서 비공개 테크쇼 전기차·자율주행 '미래차 동맹',매일경제,2024.07.28.,2,w
벤츠 이어 도요타 올라탄 LG … 車부품 전방위 '드라이브',매일경제,2024.07.28.,1,w
"""차세대 디스플레이용 반도체 시장 세계 1위 되겠다""",한국경제,2024.07.28.,1,y
"인도, 이공계 인재풀·세금 혜택 내세워 테슬라에 손짓",서울경제,2024.07.28.,1,n
손석구와 현대차의 '밤낚시'…북미 최대 장르 영화제 상을 낚아채다,한국경제,2024.07.28.,2,y
"이재용, 파리서 반도체·車 CEO 연쇄회동",매일경제,2024.07.28.,1,y
[IR52 장영실상] 운전의 재미를 더해주는 엔진음 완벽 구현,매일경제,2024.07.28.,2,y
[ESG칼럼] 공급망 ESG와 핵심광물 확보,전자신문,2024.07.28.,2,y
`유연생산`으로 테슬라 꺾은 현대차·기아,디지털타임스,2024.07.28.,1,w
사통팔달 교통망·일자리 풍부한 중부권 핵심도시,대전일보,2024.07.28.,2,w
"홍성군, '자동차세 체납액' 징수 강력 대응 나서",대전일보,2024.07.28.,1,w
"현대차, 日 법인에 글로벌 완성차 출신 현지인 임원 영입",전자신문,2024.07.28.,1,y
“반도체·배터리 첨단산업에 정쟁 없다”…손 잡는 여야,이데일리,2024.07.28.,2,n
한국 수출이 일본 넘는다고?…상반기 35억달러 차이 역대 최소,부산일보,2024.07.28.,2,w
전세계 태양광산업 지배하는 중국…자국 기업들은 위기,이데일리,2024.07.28.,2,y
횡성 극한 폭우 뒤 극한 폭염 대책 총력,강원일보,2024.07.28.,2,y
충남이 탄소중립 조기실현 견인한다,대전일보,2024.07.28.,2,y
연두색 번호판 1만2621대 부착…부산 원정등록에 2588대 최다,부산일보,2024.07.28.,1,w
"이재용, 파리 올림픽 첫 금메달리스트 오상욱 현장서 응원했다",한국일보,2024.07.28.,2,w
올 상반기 한일 수출액 격차 역대 최저…'日 역전' 가시화,국제신문,2024.07.28.,2,y
[이자car야] 디스플레이 배경에 내 사진을… 누가봐도 개성있게 `차꾸` ...,디지털타임스,2024.07.28.,1,n
"韓 수출, 日 추월할까… 상반기 격차 35억달러 `역대 최저`",디지털타임스,2024.07.28.,2,w
"AI·IoT 사업아이템 찾으러…""매달 기업인 6500명이 찾아온다""",머니투데이,2024.07.28.,1,w
"""완성차 부품→모빌리티 전력""…토요타의 든든한 엄친아 '덴소'",머니투데이,2024.07.28.,2,n
"""자그만 대만서 여의도 2배"" 신주에 가다…TSMC 새 도전 '탄소중립'",머니투데이,2024.07.28.,1,w
[김윤철의 알고 싶은 정치]정말로 보수정치를 대표하겠다면,경향신문,2024.07.29.,2,y
하반기 일자리 전망 '양극화'…조선·반도체 1만개 늘고 건설 5만8000개 ...,파이낸셜뉴스,2024.07.29.,1,y
인천 ‘아이 꿈 수당’ 다음 달부터 신청 접수… 부모들 ‘희소식’,경기일보,2024.07.29.,2,y
모빌리티 기술까지 활용한 ‘양궁 사랑’ 결실 [파리 2024],세계일보,2024.07.29.,1,y
강심장 만든 '심박측정기'…선수 맞춤형 '그립' 개발,한국경제,2024.07.29.,2,y
눈덩이 손실 中헝다 전기차 계열사 2곳 워크아웃 신청,매일경제,2024.07.29.,1,w
"[인터뷰]""공격적 성장 기조… 글로벌 물류기업으로 사업 다각화 가속""[f...",파이낸셜뉴스,2024.07.29.,1,y
"현대차·기아, 인니서 AAM 기술 실증",파이낸셜뉴스,2024.07.29.,2,w
美·中 맞서 '혼다·닛산·미쓰비시' 동맹... 전기차 시대 생존전략 다시...,파이낸셜뉴스,2024.07.29.,1,w
파리 경기장 재현·슈팅봇과 훈련 지원…'신궁 시스템' 일군 현대차,한국경제,2024.07.29.,1,w
"男 3연패, 女 10연패…활활 타오른 K신궁",한국경제,2024.07.29.,1,y
"""10년 내 TSMC 이상 기업 가지려면…온디바이스AI 팹리스 키워야""",머니투데이,2024.07.29.,1,n
가전명가 LG의 도전…24년 만에 기업 광고,한국경제,2024.07.29.,1,w
"""건설업, 일자리 쇼크…하반기 5.8만명 급감""",한국경제,2024.07.29.,2,y
"현대차, AAM으로 인니 공략",한국경제,2024.07.29.,2,w
휴가철 고속道 교통사고 3년 새 42% 늘어,강원일보,2024.07.29.,2,n
"실리콘 1위 HRS, 4번째 대통령 표창",매일경제,2024.07.29.,2,w
"""과학 실험하며 진로 찾아요""…동구청, 과학탐구실험 진로체험 프로그램...",매일신문,2024.07.29.,1,y
[World & Now] 美대선 누가 되든 '메이드 인 USA',매일경제,2024.07.29.,1,w
[충무로에서] 뿌리산업이 말라간다,매일경제,2024.07.29.,1,y
전기차로 도약 기회 얻은 광주글로벌모터스…캐스퍼 일렉트릭 50개국에...,한국경제,2024.07.29.,1,n
"강기정 시장 ""광주 메가시티 전략…2030년 대한민국 대표 도시로 탈바꿈...",한국경제,2024.07.29.,1,y
"한상원 회장 ""광주 민간·군공항, 무안으로 통합 이전…일자리 창출 등...",한국경제,2024.07.29.,2,w
"'승리 요정' 정의선 ""제가 운이 좋았다…할 수 있는 것 다 할 것""",서울경제,2024.07.29.,2,w
EDM과 굿이 만나 생긴 일,경향신문,2024.07.29.,1,y
게임 만드는 SW에 빠진 車·통신 업계,한국경제,2024.07.29.,2,w
‘노란봉투법’ 본회의 처리 앞두고 경제계 ‘긴장’,국제신문,2024.07.29.,1,y
산업장관 “지역균형투자촉진법 통해 기회발전특구 촉진·산단 혁신 가...,부산일보,2024.07.29.,2,w
휴가철 고속도로 교통사고 3년새 41.8%↑…ACC 의존 삼가야,매일신문,2024.07.29.,1,n
"하반기 조선·반도체 일자리 1만개 늘고, 건설은 5만8000개 감소",이데일리,2024.07.29.,1,n
"현대차·기아, 인니 하늘길도 뚫었다…AAM 기술 실증 시연",이데일리,2024.07.29.,2,n
"흔들리는 노스볼트, 일부 경영진 인사 단행",전자신문,2024.07.29.,1,n
단편영화 ‘밤낚시’ 加 판타지아영화제 최고 편집상,국민일보,2024.07.29.,2,w
머스크는 왜 바이든에서 트럼프로 돌아섰나,이데일리,2024.07.29.,1,w
"中기업단 방미 시점에… FBI, 푸야오 글래스 압수수색",문화일보,2024.07.29.,2,n
"손석구 ‘밤낚시’, 국제 판타지아 영화제 최고편집상 수상",문화일보,2024.07.29.,2,w
"[성금내역] 빠듯한 생계, 건강 잃은 최희숙 씨에 2,204만원 전달",매일신문,2024.07.29.,1,w
2분기 역성장 ‘국회 특단’ 절실하다[포럼],문화일보,2024.07.29.,2,n
국가·지역 경제성장 원동력 `산업단지`... 안전디자인으로 산업재해 80...,디지털타임스,2024.07.29.,2,w
"한국토요타, 파리 패럴림픽 선수단에 1억원 격려금",헤럴드경제,2024.07.29.,2,y
아파트 주차공간 부족에 고개 드는 지정·우선주차,헤럴드경제,2024.07.29.,1,w
파리올림픽 뛰는 이재용 회장…글로벌 CEO 릴레이 미팅 참석,헤럴드경제,2024.07.29.,1,w
현대차그룹과 한국 양궁의 황금빛 ‘40년 동행’,헤럴드경제,2024.07.29.,1,y
[IT과학칼럼] 최강 ICT와 융합하는 자율 에어모빌리티,헤럴드경제,2024.07.29.,1,y
"위기의 헝다, 이번엔 자동차 부문 자회사 파산 위기",이데일리,2024.07.29.,1,n
"女양궁, 10연패에 `숨은 공신` 정의선 회장",디지털타임스,2024.07.29.,1,y
상반기 합산 139兆… 현대차 ‘싼타페·GV80’·기아 ‘전기차’ 견인,국민일보,2024.07.29.,1,y
전 세계 매료시킨 ‘한국의 맛’… FTA 네트워크 타고 수출 질주[FTA 경쟁...,문화일보,2024.07.29.,1,y
"한국토요타자동차, 2024 파리 패럴림픽 대한민국 선수단특별 격려금 1억...",전자신문,2024.07.29.,1,y
"전남, 올 상반기 교통사고 사망자 ‘역대 최소’",국민일보,2024.07.29.,2,y
대미 車 교역 흑자 역대 최대인데…대선 후 철퇴 우려,아시아경제,2024.07.29.,1,n
"답답한 자동차株, 미국 시장에 달렸다",아시아경제,2024.07.29.,1,n
"중국산 전기차, 상반기 유럽 車 점유율 '18.2%' 껑충",전자신문,2024.07.29.,1,n
‘연두색 번호판’ 가장 많이 단 차는? 외제차 아닌 제네시스 G90,경향신문,2024.07.29.,1,n
"中전기버스의 공습…""보조금 재설계+수소버스 활성화 특단책 필요""",이데일리,2024.07.29.,1,n
